ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-02-20 16:00:00,44.29897903287211,46.48566849033609,59.73150446056544,44.29897903287211,44.29897903287211,8.843638217297467,8.843638217297467,8.843638217297467,5.606366714224805,5.606366714224805,5.606366714224805,4.206713183940123,4.206713183940123,4.206713183940123,-0.969441680867463,-0.969441680867463,-0.969441680867463,0.0,0.0,0.0,53.14261725016958
2018-02-21 16:00:00,44.328310280863825,46.528498816687595,59.01002363832282,44.328310280863825,44.328310280863825,8.632866971893323,8.632866971893323,8.632866971893323,5.606366714199181,5.606366714199181,5.606366714199181,4.1999580603404,4.1999580603404,4.1999580603404,-1.173457802646258,-1.173457802646258,-1.173457802646258,0.0,0.0,0.0,52.961177252757146
2018-02-22 16:00:00,44.35764152885554,46.439041232024465,59.32368668757335,44.35764152885554,44.35764152885554,8.43413774839368,8.43413774839368,8.43413774839368,5.606366713087432,5.606366713087432,5.606366713087432,4.198317852693139,4.198317852693139,4.198317852693139,-1.370546817386892,-1.370546817386892,-1.370546817386892,0.0,0.0,0.0,52.79177927724922
2018-02-23 16:00:00,44.38697277684725,45.923614657251434,58.785561635865164,44.38697277684725,44.38697277684725,8.311087536254767,8.311087536254767,8.311087536254767,5.606366711975681,5.606366711975681,5.606366711975681,4.263621787427076,4.263621787427076,4.263621787427076,-1.5589009631479895,-1.5589009631479895,-1.5589009631479895,0.0,0.0,0.0,52.69806031310202
2018-02-26 16:00:00,44.47496652082239,45.29341337283899,58.909146296148435,44.47496652082239,44.47496652082239,7.751527290365988,7.751527290365988,7.751527290365988,5.606366712842495,5.606366712842495,5.606366712842495,4.201546825096131,4.201546825096131,4.201546825096131,-2.056386247572637,-2.056386247572637,-2.056386247572637,0.0,0.0,0.0,52.22649381118838
2018-02-27 16:00:00,44.50429776881409,45.84436403839588,58.41727055576948,44.50429776881409,44.50429776881409,7.6174224996699325,7.6174224996699325,7.6174224996699325,5.60636671484668,5.60636671484668,5.60636671484668,4.206713183994359,4.206713183994359,4.206713183994359,-2.1956573991711057,-2.1956573991711057,-2.1956573991711057,0.0,0.0,0.0,52.121720268484026
2018-02-28 16:00:00,44.53362901680581,45.561226816160236,58.43830690134847,44.53362901680581,44.53362901680581,7.486170893300038,7.486170893300038,7.486170893300038,5.606366713734929,5.606366713734929,5.606366713734929,4.199958060393372,4.199958060393372,4.199958060393372,-2.320153880828264,-2.320153880828264,-2.320153880828264,0.0,0.0,0.0,52.019799910105846
2018-03-01 16:00:00,44.56296026479752,45.557253252583386,58.15409252525197,44.56296026479752,44.56296026479752,7.375400693463561,7.375400693463561,7.375400693463561,5.606366712623183,5.606366712623183,5.606366712623183,4.198317852639397,4.198317852639397,4.198317852639397,-2.429283871799017,-2.429283871799017,-2.429283871799017,0.0,0.0,0.0,51.93836095826108
2018-03-02 16:00:00,44.59229151278923,45.192971821570474,58.34324514100758,44.59229151278923,44.59229151278923,7.3473391092010445,7.3473391092010445,7.3473391092010445,5.6063667146273675,5.6063667146273675,5.6063667146273675,4.263621787373527,4.263621787373527,4.263621787373527,-2.522649392799852,-2.522649392799852,-2.522649392799852,0.0,0.0,0.0,51.939630621990275
2018-03-05 16:00:00,44.68028525676437,45.3346530900926,58.31263487460216,44.68028525676437,44.68028525676437,7.101061212158752,7.101061212158752,7.101061212158752,5.606366712378245,5.606366712378245,5.606366712378245,4.201546825105406,4.201546825105406,4.201546825105406,-2.706852325324899,-2.706852325324899,-2.706852325324899,0.0,0.0,0.0,51.781346468923125
2018-03-06 16:00:00,44.709616504756085,45.01823207150549,58.1559737284105,44.709616504756085,44.709616504756085,7.076428541176117,7.076428541176117,7.076428541176117,5.606366714382433,5.606366714382433,5.606366714382433,4.206713183959861,4.206713183959861,4.206713183959861,-2.7366513571661764,-2.7366513571661764,-2.7366513571661764,0.0,0.0,0.0,51.7860450459322
2018-03-07 16:00:00,44.7389477527478,45.112415938120115,58.04300800631243,44.7389477527478,44.7389477527478,7.055145479583071,7.055145479583071,7.055145479583071,5.606366713270684,5.606366713270684,5.606366713270684,4.19995806037494,4.19995806037494,4.19995806037494,-2.751179294062554,-2.751179294062554,-2.751179294062554,0.0,0.0,0.0,51.794093232330866
2018-03-08 16:00:00,44.768279000739504,45.08041258981878,58.28465874569474,44.768279000739504,44.768279000739504,7.053752385922936,7.053752385922936,7.053752385922936,5.606366713245059,5.606366713245059,5.606366713245059,4.198317852713968,4.198317852713968,4.198317852713968,-2.75093218003609,-2.75093218003609,-2.75093218003609,0.0,0.0,0.0,51.82203138666244
2018-03-09 16:00:00,44.79761024873122,45.81969038950463,58.310450267910575,44.79761024873122,44.79761024873122,7.133483836467715,7.133483836467715,7.133483836467715,5.60636671524924,5.60636671524924,5.60636671524924,4.2636217873621165,4.2636217873621165,4.2636217873621165,-2.736504666143644,-2.736504666143644,-2.736504666143644,0.0,0.0,0.0,51.931094085198936
2018-03-12 16:00:00,44.88560399270636,45.56934345278534,58.770370885897876,44.88560399270636,44.88560399270636,7.1926217038485145,7.1926217038485145,7.1926217038485145,5.606366711913996,5.606366711913996,5.606366711913996,4.201546825098017,4.201546825098017,4.201546825098017,-2.6152918331634973,-2.6152918331634973,-2.6152918331634973,0.0,0.0,0.0,52.078225696554874
2018-03-13 16:00:00,44.91493524069807,45.71204460369111,58.74200149210315,44.91493524069807,44.91493524069807,7.261463509752745,7.261463509752745,7.261463509752745,5.606366713918184,5.606366713918184,5.606366713918184,4.206713183970191,4.206713183970191,4.206713183970191,-2.5516163881356286,-2.5516163881356286,-2.5516163881356286,0.0,0.0,0.0,52.176398750450815
2018-03-14 16:00:00,44.944266488689784,45.65033418051536,58.63114808906938,44.944266488689784,44.944266488689784,7.328539927551669,7.328539927551669,7.328539927551669,5.606366712806433,5.606366712806433,5.606366712806433,4.199958060411842,4.199958060411842,4.199958060411842,-2.477784845666606,-2.477784845666606,-2.477784845666606,0.0,0.0,0.0,52.27280641624145
2018-03-15 16:00:00,44.956774984586175,45.705522122950384,58.95459040112971,44.956774984586175,44.956774984586175,7.409940439051839,7.409940439051839,7.409940439051839,5.606366712780811,5.606366712780811,5.606366712780811,4.198317852676939,4.198317852676939,4.198317852676939,-2.394744126405912,-2.394744126405912,-2.394744126405912,0.0,0.0,0.0,52.36671542363801
2018-03-16 16:00:00,44.969283480482574,46.539866365512076,59.66505081605674,44.969283480482574,44.969283480482574,7.56651679289098,7.56651679289098,7.56651679289098,5.606366714784996,5.606366714784996,5.606366714784996,4.263621787353784,4.263621787353784,4.263621787353784,-2.3034717092477988,-2.3034717092477988,-2.3034717092477988,0.0,0.0,0.0,52.53580027337355
2018-03-19 16:00:00,45.00680896817176,46.210596654099746,59.12316123970246,45.00680896817176,45.00680896817176,7.817516645112349,7.817516645112349,7.817516645112349,5.606366714565683,5.606366714565683,5.606366714565683,4.201546825043064,4.201546825043064,4.201546825043064,-1.9903968944964014,-1.9903968944964014,-1.9903968944964014,0.0,0.0,0.0,52.82432561328411
2018-03-20 16:00:00,45.01931746406816,45.970700019824,59.61810236593323,45.01931746406816,45.01931746406816,7.936658254661762,7.936658254661762,7.936658254661762,5.6063667145400595,5.6063667145400595,5.6063667145400595,4.206713183980522,4.206713183980522,4.206713183980522,-1.876421643858818,-1.876421643858818,-1.876421643858818,0.0,0.0,0.0,52.955975718729924
2018-03-21 16:00:00,45.03182595996455,46.90212302352282,59.644221821019705,45.03182595996455,45.03182595996455,8.046919530586845,8.046919530586845,8.046919530586845,5.606366713428311,5.606366713428311,5.606366713428311,4.199958060338076,4.199958060338076,4.199958060338076,-1.7594052431795426,-1.7594052431795426,-1.7594052431795426,0.0,0.0,0.0,53.0787454905514
2018-03-22 16:00:00,45.04433445586095,47.191452449225075,60.128557260395255,45.04433445586095,45.04433445586095,8.164264628578637,8.164264628578637,8.164264628578637,5.606366712316557,5.606366712316557,5.606366712316557,4.198317852623196,4.198317852623196,4.198317852623196,-1.6404199363611183,-1.6404199363611183,-1.6404199363611183,0.0,0.0,0.0,53.208599084439584
2018-03-23 16:00:00,45.056842951757346,46.42397601338006,59.83901666756125,45.056842951757346,45.056842951757346,8.34944867746251,8.34944867746251,8.34944867746251,5.606366714320745,5.606366714320745,5.606366714320745,4.263621787387589,4.263621787387589,4.263621787387589,-1.520539824245827,-1.520539824245827,-1.520539824245827,0.0,0.0,0.0,53.40629162921986
2018-03-26 16:00:00,45.09436843944653,47.05611170317132,60.163279559511125,45.09436843944653,45.09436843944653,8.641730488965926,8.641730488965926,8.641730488965926,5.606366714101438,5.606366714101438,5.606366714101438,4.20154682507612,4.20154682507612,4.20154682507612,-1.1661830502116308,-1.1661830502116308,-1.1661830502116308,0.0,0.0,0.0,53.73609892841245
2018-03-27 16:00:00,45.106876935342925,47.23522656040301,60.607441998209396,45.106876935342925,45.106876935342925,8.759781148952566,8.759781148952566,8.759781148952566,5.606366714075811,5.606366714075811,5.606366714075811,4.206713183989928,4.206713183989928,4.206713183989928,-1.0532987491131711,-1.0532987491131711,-1.0532987491131711,0.0,0.0,0.0,53.866658084295494
