Date,Close,anomaly_lstm
2016-06-09 16:00:00,37.13,0
2016-06-10 16:00:00,36.66,0
2016-06-13 16:00:00,36.59,0
2016-06-14 16:00:00,36.66,0
2016-06-15 16:00:00,36.61,0
2016-06-16 16:00:00,36.21,0
2016-06-17 16:00:00,35.21,0
2016-06-20 16:00:00,35.31,0
2016-06-21 16:00:00,35.44,0
2016-06-22 16:00:00,35.52,0
2016-06-23 16:00:00,35.74,0
2016-06-24 16:00:00,34.26,0
2016-06-27 16:00:00,34.06,0
2016-06-28 16:00:00,34.56,0
2016-06-29 16:00:00,34.76,0
2016-06-30 16:00:00,35.18,0
2016-07-01 16:00:00,35.51,0
2016-07-05 16:00:00,35.24,0
2016-07-06 16:00:00,35.45,0
2016-07-07 16:00:00,35.36,0
2016-07-08 16:00:00,35.89,0
2016-07-11 16:00:00,36.36,0
2016-07-12 16:00:00,36.63,0
2016-07-13 16:00:00,36.47,0
2016-07-14 16:00:00,36.79,0
2016-07-15 16:00:00,36.78,0
2016-07-18 16:00:00,37.66,0
2016-07-19 16:00:00,37.67,0
2016-07-20 16:00:00,37.85,0
2016-07-21 16:00:00,37.72,0
2016-07-22 16:00:00,37.96,0
2016-07-25 16:00:00,37.88,0
2016-07-26 16:00:00,37.88,0
2016-07-27 16:00:00,38.1,0
2016-07-28 16:00:00,38.29,0
2016-07-29 16:00:00,39.57,0
2016-08-01 16:00:00,40.05,0
2016-08-02 16:00:00,40.01,0
2016-08-03 16:00:00,39.95,0
2016-08-04 16:00:00,39.86,0
2016-08-05 16:00:00,40.35,0
2016-08-08 16:00:00,40.26,0
2016-08-09 16:00:00,40.37,0
2016-08-10 16:00:00,40.42,0
2016-08-11 16:00:00,40.41,0
2016-08-12 16:00:00,40.35,0
2016-08-15 16:00:00,40.3,0
2016-08-16 16:00:00,40.06,0
2016-08-17 16:00:00,40.27,0
2016-08-18 16:00:00,40.14,0
2016-08-19 16:00:00,39.98,0
2016-08-22 16:00:00,39.85,0
2016-08-23 16:00:00,39.83,0
2016-08-24 16:00:00,39.68,0
2016-08-25 16:00:00,39.57,0
2016-08-26 16:00:00,39.66,0
2016-08-29 16:00:00,39.79,0
2016-08-30 16:00:00,39.6,0
2016-08-31 16:00:00,39.49,0
2016-09-01 16:00:00,39.57,0
2016-09-02 16:00:00,39.84,0
2016-09-06 16:00:00,40.4,0
2016-09-07 16:00:00,40.4,0
2016-09-08 16:00:00,40.14,0
2016-09-09 16:00:00,39.42,0
2016-09-12 16:00:00,39.94,0
2016-09-13 16:00:00,39.44,0
2016-09-14 16:00:00,39.52,0
2016-09-15 16:00:00,40.06,0
2016-09-16 16:00:00,39.9,0
2016-09-19 16:00:00,39.77,0
2016-09-20 16:00:00,39.99,0
2016-09-21 16:00:00,40.25,0
2016-09-22 16:00:00,40.8,0
2016-09-23 16:00:00,40.75,0
2016-09-26 16:00:00,40.13,0
2016-09-27 16:00:00,40.54,0
2016-09-28 16:00:00,40.5,0
2016-09-29 16:00:00,40.13,0
2016-09-30 16:00:00,40.2,0
2016-10-03 16:00:00,40.02,0
2016-10-04 16:00:00,40.14,0
2016-10-05 16:00:00,40.06,0
2016-10-06 16:00:00,40.15,0
2016-10-07 16:00:00,40.04,0
2016-10-10 16:00:00,40.71,0
2016-10-11 16:00:00,40.48,0
2016-10-12 16:00:00,40.59,0
2016-10-13 16:00:00,40.2,0
2016-10-14 16:00:00,40.23,0
2016-10-17 16:00:00,40.34,0
2016-10-18 16:00:00,41.07,0
2016-10-19 16:00:00,41.35,0
2016-10-20 16:00:00,41.08,0
2016-10-21 16:00:00,41.2,0
2016-10-24 16:00:00,41.79,0
2016-10-25 16:00:00,41.43,0
2016-10-26 16:00:00,41.11,0
2016-10-27 16:00:00,40.87,0
2016-10-28 16:00:00,40.98,0
2016-10-31 16:00:00,40.49,0
2016-11-01 16:00:00,40.27,0
2016-11-02 16:00:00,39.42,0
2016-11-03 16:00:00,39.11,0
2016-11-04 16:00:00,39.06,0
2016-11-07 16:00:00,40.1,0
2016-11-08 16:00:00,40.6,0
2016-11-09 16:00:00,40.28,0
2016-11-10 16:00:00,39.01,0
2016-11-11 16:00:00,38.59,0
2016-11-14 16:00:00,37.66,0
2016-11-15 16:00:00,38.76,0
2016-11-16 16:00:00,39.0,0
2016-11-17 16:00:00,39.31,0
2016-11-18 16:00:00,38.8,0
2016-11-21 16:00:00,39.24,0
2016-11-22 16:00:00,39.25,0
2016-11-23 16:00:00,38.95,0
2016-11-25 16:00:00,39.01,0
2016-11-28 16:00:00,39.29,0
2016-11-29 16:00:00,39.47,0
2016-11-30 16:00:00,38.79,0
2016-12-01 16:00:00,38.22,0
2016-12-02 16:00:00,38.22,0
2016-12-05 16:00:00,38.91,0
2016-12-06 16:00:00,38.81,0
2016-12-07 16:00:00,39.57,0
2016-12-08 16:00:00,39.76,0
2016-12-09 16:00:00,40.47,0
2016-12-12 16:00:00,40.4,0
2016-12-13 16:00:00,40.77,0
2016-12-14 16:00:00,40.89,0
2016-12-15 16:00:00,40.78,0
2016-12-16 16:00:00,40.49,0
2016-12-19 16:00:00,40.63,0
2016-12-20 16:00:00,40.76,0
2016-12-21 16:00:00,40.61,0
2016-12-22 16:00:00,40.48,0
2016-12-23 16:00:00,40.39,0
2016-12-27 16:00:00,40.5,0
2016-12-28 16:00:00,40.23,0
2016-12-29 16:00:00,40.14,0
2016-12-30 16:00:00,39.62,0
2017-01-03 16:00:00,40.4,0
2017-01-04 16:00:00,40.39,0
2017-01-05 16:00:00,40.65,0
2017-01-06 16:00:00,41.26,0
2017-01-09 16:00:00,41.36,0
2017-01-10 16:00:00,41.3,0
2017-01-11 16:00:00,41.49,0
2017-01-12 16:00:00,41.48,0
2017-01-13 16:00:00,41.55,0
2017-01-17 16:00:00,41.37,0
2017-01-18 16:00:00,41.45,0
2017-01-19 16:00:00,41.22,0
2017-01-20 16:00:00,41.41,0
2017-01-23 16:00:00,42.22,0
2017-01-24 16:00:00,42.48,0
2017-01-25 16:00:00,42.92,0
2017-01-26 16:00:00,42.85,0
2017-01-27 16:00:00,42.25,0
2017-01-30 16:00:00,41.19,0
2017-01-31 16:00:00,41.01,0
2017-02-01 16:00:00,40.76,0
2017-02-02 16:00:00,40.91,0
2017-02-03 16:00:00,41.01,0
2017-02-06 16:00:00,41.08,0
2017-02-07 16:00:00,41.46,0
2017-02-08 16:00:00,41.49,0
2017-02-09 16:00:00,41.5,0
2017-02-10 16:00:00,41.74,0
2017-02-13 16:00:00,41.95,0
2017-02-14 16:00:00,42.0,0
2017-02-15 16:00:00,41.87,0
2017-02-16 16:00:00,42.11,0
2017-02-17 16:00:00,42.33,0
2017-02-21 16:00:00,42.46,0
2017-02-22 16:00:00,42.57,0
2017-02-23 16:00:00,42.55,0
2017-02-24 16:00:00,42.39,0
2017-02-27 16:00:00,42.48,0
2017-02-28 16:00:00,42.25,0
2017-03-01 16:00:00,42.84,0
2017-03-02 16:00:00,42.49,0
2017-03-03 16:00:00,42.45,0
2017-03-06 16:00:00,42.36,0
2017-03-07 16:00:00,42.56,0
2017-03-08 16:00:00,42.68,0
2017-03-09 16:00:00,42.89,0
2017-03-10 16:00:00,43.07,0
2017-03-13 16:00:00,43.23,0
2017-03-14 16:00:00,43.3,0
2017-03-15 16:00:00,43.42,0
2017-03-16 16:00:00,43.5,0
2017-03-17 16:00:00,43.62,0
2017-03-20 16:00:00,43.4,0
2017-03-21 16:00:00,42.51,0
2017-03-22 16:00:00,42.49,0
2017-03-23 16:00:00,41.98,0
2017-03-24 16:00:00,41.76,0
2017-03-27 16:00:00,41.93,0
2017-03-28 16:00:00,42.03,0
2017-03-29 16:00:00,42.49,0
2017-03-30 16:00:00,42.47,0
2017-03-31 16:00:00,42.39,0
2017-04-03 16:00:00,42.84,0
2017-04-04 16:00:00,42.63,0
2017-04-05 16:00:00,42.45,0
2017-04-06 16:00:00,42.25,0
2017-04-07 16:00:00,42.11,0
2017-04-10 16:00:00,42.09,0
2017-04-11 16:00:00,41.99,0
2017-04-12 16:00:00,42.07,0
2017-04-13 16:00:00,42.01,0
2017-04-17 16:00:00,42.76,0
2017-04-18 16:00:00,42.7,0
2017-04-19 16:00:00,42.83,0
2017-04-20 16:00:00,43.0,0
2017-04-21 16:00:00,42.95,0
2017-04-24 16:00:00,43.95,0
2017-04-25 16:00:00,44.44,0
2017-04-26 16:00:00,44.46,0
2017-04-27 16:00:00,44.57,0
2017-04-28 16:00:00,46.23,0
2017-05-01 16:00:00,46.64,0
2017-05-02 16:00:00,46.85,0
2017-05-03 16:00:00,47.42,0
2017-05-04 16:00:00,47.74,0
2017-05-05 16:00:00,47.51,0
2017-05-08 16:00:00,47.93,0
2017-05-09 16:00:00,47.84,0
2017-05-10 16:00:00,47.74,0
2017-05-11 16:00:00,47.79,0
2017-05-12 16:00:00,47.76,0
2017-05-15 16:00:00,47.96,0
2017-05-16 16:00:00,48.23,0
2017-05-17 16:00:00,47.11,0
2017-05-18 16:00:00,47.53,0
2017-05-19 16:00:00,47.73,0
2017-05-22 16:00:00,48.2,0
2017-05-23 16:00:00,48.53,0
2017-05-24 16:00:00,48.88,0
2017-05-25 16:00:00,49.59,0
2017-05-26 16:00:00,49.66,0
2017-05-30 16:00:00,49.81,0
2017-05-31 16:00:00,49.35,0
2017-06-01 16:00:00,49.41,0
2017-06-02 16:00:00,49.81,0
2017-06-05 16:00:00,50.19,0
2017-06-06 16:00:00,49.83,0
2017-06-07 16:00:00,50.08,0
2017-06-08 16:00:00,50.21,0
2017-06-09 16:00:00,48.51,0
2017-06-12 16:00:00,48.09,0
2017-06-13 16:00:00,48.53,0
2017-06-14 16:00:00,48.4,0
2017-06-15 16:00:00,48.01,0
2017-06-16 16:00:00,47.93,0
2017-06-19 16:00:00,48.76,0
2017-06-20 16:00:00,48.45,0
2017-06-21 16:00:00,48.93,0
2017-06-22 16:00:00,48.83,0
2017-06-23 16:00:00,49.3,0
2017-06-26 16:00:00,48.6,0
2017-06-27 16:00:00,47.4,0
2017-06-28 16:00:00,48.05,0
2017-06-29 16:00:00,46.89,0
2017-06-30 16:00:00,46.48,0
2017-07-03 16:00:00,45.97,0
2017-07-05 16:00:00,46.61,0
2017-07-06 16:00:00,46.38,0
2017-07-07 16:00:00,47.04,0
2017-07-10 16:00:00,47.55,0
2017-07-11 16:00:00,47.68,0
2017-07-12 16:00:00,48.38,0
2017-07-13 16:00:00,48.44,0
2017-07-14 16:00:00,48.85,0
2017-07-17 16:00:00,48.8,0
2017-07-18 16:00:00,49.35,0
2017-07-19 16:00:00,49.64,0
2017-07-20 16:00:00,49.61,0
2017-07-21 16:00:00,49.69,0
2017-07-24 16:00:00,49.92,0
2017-07-25 16:00:00,48.45,0
2017-07-26 16:00:00,48.27,0
2017-07-27 16:00:00,47.63,0
2017-07-28 16:00:00,47.92,0
2017-07-31 16:00:00,47.28,0
2017-08-01 16:00:00,47.33,0
2017-08-02 16:00:00,47.38,0
2017-08-03 16:00:00,47.02,0
2017-08-04 16:00:00,47.29,0
2017-08-07 16:00:00,47.29,0
2017-08-08 16:00:00,47.21,0
2017-08-09 16:00:00,47.0,0
2017-08-10 16:00:00,46.18,0
2017-08-11 16:00:00,46.5,0
2017-08-14 16:00:00,46.95,0
2017-08-15 16:00:00,46.9,0
2017-08-16 16:00:00,47.21,0
2017-08-17 16:00:00,46.38,0
2017-08-18 16:00:00,46.31,0
2017-08-21 16:00:00,46.04,0
2017-08-22 16:00:00,47.02,0
2017-08-23 16:00:00,47.13,0
2017-08-24 16:00:00,46.84,0
2017-08-25 16:00:00,46.53,0
2017-08-28 16:00:00,46.41,0
2017-08-29 16:00:00,46.79,0
2017-08-30 16:00:00,47.18,0
2017-08-31 16:00:00,47.76,0
2017-09-01 16:00:00,47.6,0
2017-09-05 16:00:00,47.07,0
2017-09-06 16:00:00,47.1,0
2017-09-07 16:00:00,47.49,0
2017-09-08 16:00:00,47.07,0
2017-09-11 16:00:00,47.16,0
2017-09-12 16:00:00,47.33,0
2017-09-13 16:00:00,47.52,0
2017-09-14 16:00:00,47.01,0
2017-09-15 16:00:00,46.76,0
2017-09-18 16:00:00,46.49,0
2017-09-19 16:00:00,46.84,0
2017-09-20 16:00:00,47.38,0
2017-09-21 16:00:00,47.38,0
2017-09-22 16:00:00,47.16,0
2017-09-25 16:00:00,46.71,0
2017-09-26 16:00:00,46.87,0
2017-09-27 16:00:00,48.0,0
2017-09-28 16:00:00,48.24,0
2017-09-29 16:00:00,48.69,0
2017-10-02 16:00:00,48.37,0
2017-10-03 16:00:00,48.6,0
2017-10-04 16:00:00,48.34,0
2017-10-05 16:00:00,49.26,0
2017-10-06 16:00:00,49.68,0
2017-10-09 16:00:00,49.62,0
2017-10-10 16:00:00,49.39,0
2017-10-11 16:00:00,50.28,0
2017-10-12 16:00:00,50.28,0
2017-10-13 16:00:00,50.39,0
2017-10-16 16:00:00,50.47,0
2017-10-17 16:00:00,50.55,0
2017-10-18 16:00:00,50.64,0
2017-10-19 16:00:00,50.09,0
2017-10-20 16:00:00,50.25,0
2017-10-23 16:00:00,49.28,0
2017-10-24 16:00:00,49.42,0
2017-10-25 16:00:00,49.57,0
2017-10-26 16:00:00,49.57,0
2017-10-27 16:00:00,51.68,0
2017-10-30 16:00:00,51.66,0
2017-10-31 16:00:00,51.65,0
2017-11-01 16:00:00,52.13,0
2017-11-02 16:00:00,52.15,0
2017-11-03 16:00:00,52.5,0
2017-11-06 16:00:00,52.13,0
2017-11-07 16:00:00,52.62,0
2017-11-08 16:00:00,52.91,0
2017-11-09 16:00:00,52.39,0
2017-11-10 16:00:00,52.21,0
2017-11-13 16:00:00,52.06,0
2017-11-14 16:00:00,52.08,0
2017-11-15 16:00:00,51.82,0
2017-11-16 16:00:00,52.42,0
2017-11-17 16:00:00,51.79,0
2017-11-20 16:00:00,51.73,0
2017-11-21 16:00:00,52.52,0
2017-11-22 16:00:00,52.6,0
2017-11-24 13:00:00,52.83,0
2017-11-27 16:00:00,53.6,0
2017-11-28 16:00:00,53.16,0
2017-11-29 16:00:00,51.87,0
2017-11-30 16:00:00,51.81,0
