Date,Close,anomaly_lstm
2015-01-02 16:00:00,26.48,0
2015-01-05 16:00:00,25.97,0
2015-01-06 16:00:00,25.33,0
2015-01-07 16:00:00,25.26,0
2015-01-08 16:00:00,25.35,0
2015-01-09 16:00:00,25.04,0
2015-01-12 16:00:00,24.85,0
2015-01-13 16:00:00,25.09,0
2015-01-14 16:00:00,25.3,0
2015-01-15 16:00:00,25.2,0
2015-01-16 16:00:00,25.52,0
2015-01-20 16:00:00,25.5,0
2015-01-21 16:00:00,26.02,0
2015-01-22 16:00:00,26.87,0
2015-01-23 16:00:00,27.1,0
2015-01-26 16:00:00,26.84,0
2015-01-27 16:00:00,26.06,0
2015-01-28 16:00:00,25.62,0
2015-01-29 16:00:00,25.66,0
2015-01-30 16:00:00,26.88,0
2015-02-02 16:00:00,26.61,0
2015-02-03 16:00:00,26.67,0
2015-02-04 16:00:00,26.31,0
2015-02-05 16:00:00,26.49,0
2015-02-06 16:00:00,26.69,0
2015-02-09 16:00:00,26.46,0
2015-02-10 16:00:00,27.01,0
2015-02-11 16:00:00,26.9,0
2015-02-12 16:00:00,27.3,0
2015-02-13 16:00:00,27.56,0
2015-02-17 16:00:00,27.25,0
2015-02-18 16:00:00,27.13,0
2015-02-19 16:00:00,27.32,0
2015-02-20 16:00:00,27.09,0
2015-02-23 16:00:00,26.75,0
2015-02-24 16:00:00,26.93,0
2015-02-25 16:00:00,27.37,0
2015-02-26 16:00:00,27.96,0
2015-02-27 16:00:00,28.13,0
2015-03-02 16:00:00,28.75,0
2015-03-03 16:00:00,28.94,0
2015-03-04 16:00:00,28.92,0
2015-03-05 16:00:00,29.07,0
2015-03-06 16:00:00,28.65,0
2015-03-09 16:00:00,28.71,0
2015-03-10 16:00:00,27.99,0
2015-03-11 16:00:00,27.78,0
2015-03-12 16:00:00,28.06,0
2015-03-13 16:00:00,27.65,0
2015-03-16 16:00:00,28.08,0
2015-03-17 16:00:00,27.88,0
2015-03-18 16:00:00,28.31,0
2015-03-19 16:00:00,28.18,0
2015-03-20 16:00:00,28.25,0
2015-03-23 16:00:00,28.27,0
2015-03-24 16:00:00,28.88,0
2015-03-25 16:00:00,28.35,0
2015-03-26 16:00:00,28.18,0
2015-03-27 16:00:00,27.88,0
2015-03-30 16:00:00,28.06,0
2015-03-31 16:00:00,27.74,0
2015-04-01 16:00:00,27.47,0
2015-04-02 16:00:00,27.07,0
2015-04-06 16:00:00,27.2,0
2015-04-07 16:00:00,27.24,0
2015-04-08 16:00:00,27.44,0
2015-04-09 16:00:00,27.4,0
2015-04-10 16:00:00,27.43,0
2015-04-13 16:00:00,27.43,0
2015-04-14 16:00:00,26.99,0
2015-04-15 16:00:00,27.05,0
2015-04-16 16:00:00,27.18,0
2015-04-17 16:00:00,26.64,0
2015-04-20 16:00:00,27.23,0
2015-04-21 16:00:00,27.15,0
2015-04-22 16:00:00,27.46,0
2015-04-23 16:00:00,27.87,0
2015-04-24 16:00:00,28.68,0
2015-04-27 16:00:00,28.31,0
2015-04-28 16:00:00,28.22,0
2015-04-29 16:00:00,28.07,0
2015-04-30 16:00:00,27.44,0
2015-05-01 16:00:00,27.56,0
2015-05-04 16:00:00,27.64,0
2015-05-05 16:00:00,27.15,0
2015-05-06 16:00:00,26.75,0
2015-05-07 16:00:00,27.1,0
2015-05-08 16:00:00,27.45,0
2015-05-11 16:00:00,27.29,0
2015-05-12 16:00:00,26.94,0
2015-05-13 16:00:00,26.97,0
2015-05-14 16:00:00,27.46,0
2015-05-15 16:00:00,27.32,0
2015-05-18 16:00:00,27.33,0
2015-05-19 16:00:00,27.46,0
2015-05-20 16:00:00,27.63,0
2015-05-21 16:00:00,27.84,0
2015-05-22 16:00:00,27.73,0
2015-05-26 16:00:00,27.36,0
2015-05-27 16:00:00,27.71,0
2015-05-28 16:00:00,27.71,0
2015-05-29 16:00:00,27.27,0
2015-06-01 16:00:00,27.46,0
2015-06-02 16:00:00,27.7,0
2015-06-03 16:00:00,27.76,0
2015-06-04 16:00:00,27.58,0
2015-06-05 16:00:00,27.48,0
2015-06-08 16:00:00,27.17,0
2015-06-09 16:00:00,27.11,0
2015-06-10 16:00:00,27.63,0
2015-06-11 16:00:00,27.5,0
2015-06-12 16:00:00,27.37,0
2015-06-15 16:00:00,27.15,0
2015-06-16 16:00:00,27.24,0
2015-06-17 16:00:00,27.33,0
2015-06-18 16:00:00,27.81,0
2015-06-19 16:00:00,27.88,0
2015-06-22 16:00:00,27.98,0
2015-06-23 16:00:00,28.17,0
2015-06-24 16:00:00,27.93,0
2015-06-25 16:00:00,27.9,0
2015-06-26 16:00:00,27.65,0
2015-06-29 16:00:00,27.06,0
2015-06-30 16:00:00,27.0,0
2015-07-01 16:00:00,27.17,0
2015-07-02 16:00:00,27.37,0
2015-07-06 16:00:00,27.28,0
2015-07-07 16:00:00,27.5,0
2015-07-08 16:00:00,27.09,0
2015-07-09 16:00:00,27.23,0
2015-07-10 16:00:00,27.81,0
2015-07-13 16:00:00,28.59,0
2015-07-14 16:00:00,29.21,0
2015-07-15 16:00:00,29.2,0
2015-07-16 16:00:00,30.09,0
2015-07-17 16:00:00,34.98,0
2015-07-20 16:00:00,34.64,0
2015-07-21 16:00:00,34.77,0
2015-07-22 16:00:00,34.76,0
2015-07-23 16:00:00,33.74,0
2015-07-24 16:00:00,32.74,0
2015-07-27 16:00:00,32.91,0
2015-07-28 16:00:00,32.98,0
2015-07-29 16:00:00,33.07,0
2015-07-30 16:00:00,33.23,0
2015-07-31 16:00:00,32.88,0
2015-08-03 16:00:00,33.24,0
2015-08-04 16:00:00,33.06,0
2015-08-05 16:00:00,33.66,0
2015-08-06 16:00:00,33.51,0
2015-08-07 16:00:00,33.22,0
2015-08-10 16:00:00,33.16,0
2015-08-11 16:00:00,34.52,0
2015-08-12 16:00:00,34.57,0
2015-08-13 16:00:00,34.33,0
2015-08-14 16:00:00,34.47,0
2015-08-17 16:00:00,34.71,0
2015-08-18 16:00:00,34.44,0
2015-08-19 16:00:00,34.7,0
2015-08-20 16:00:00,33.97,0
2015-08-21 16:00:00,32.2,0
2015-08-24 16:00:00,30.91,0
2015-08-25 16:00:00,30.62,0
2015-08-26 16:00:00,32.99,0
2015-08-27 16:00:00,33.4,0
2015-08-28 16:00:00,32.98,0
2015-08-31 16:00:00,32.39,0
2015-09-01 16:00:00,31.48,0
2015-09-02 16:00:00,32.25,0
2015-09-03 16:00:00,31.85,0
2015-09-04 16:00:00,31.45,0
2015-09-08 16:00:00,32.19,0
2015-09-09 16:00:00,32.17,0
2015-09-10 16:00:00,32.55,0
2015-09-11 16:00:00,32.77,0
2015-09-14 16:00:00,32.62,0
2015-09-15 16:00:00,33.25,0
2015-09-16 16:00:00,33.28,0
2015-09-17 16:00:00,33.58,0
2015-09-18 16:00:00,33.05,0
2015-09-21 16:00:00,33.35,0
2015-09-22 16:00:00,32.66,0
2015-09-23 16:00:00,32.66,0
2015-09-24 16:00:00,32.75,0
2015-09-25 16:00:00,32.01,0
2015-09-28 16:00:00,31.21,0
2015-09-29 16:00:00,31.13,0
2015-09-30 16:00:00,31.92,0
2015-10-01 16:00:00,32.1,0
2015-10-02 16:00:00,32.85,0
2015-10-05 16:00:00,33.58,0
2015-10-06 16:00:00,33.58,0
2015-10-07 16:00:00,33.5,0
2015-10-08 16:00:00,33.35,0
2015-10-09 16:00:00,33.56,0
2015-10-12 16:00:00,33.82,0
2015-10-13 16:00:00,34.16,0
2015-10-14 16:00:00,34.02,0
2015-10-15 16:00:00,34.65,0
2015-10-16 16:00:00,34.77,0
2015-10-19 16:00:00,35.0,0
2015-10-20 16:00:00,34.0,0
2015-10-21 16:00:00,33.59,0
2015-10-22 16:00:00,34.06,0
2015-10-23 16:00:00,35.97,0
2015-10-26 16:00:00,36.56,0
2015-10-27 16:00:00,36.64,0
2015-10-28 16:00:00,36.85,0
2015-10-29 16:00:00,37.24,0
2015-10-30 16:00:00,36.87,0
2015-11-02 16:00:00,37.39,0
2015-11-03 16:00:00,37.44,0
2015-11-04 16:00:00,37.77,0
2015-11-05 16:00:00,38.03,0
2015-11-06 16:00:00,38.08,0
2015-11-09 16:00:00,37.74,0
2015-11-10 16:00:00,37.91,0
2015-11-11 16:00:00,38.26,0
2015-11-12 16:00:00,37.83,0
2015-11-13 16:00:00,37.0,0
2015-11-16 16:00:00,37.52,0
2015-11-17 16:00:00,37.3,0
2015-11-18 16:00:00,38.0,0
2015-11-19 16:00:00,38.0,0
2015-11-20 16:00:00,38.85,0
2015-11-23 16:00:00,38.84,0
2015-11-24 16:00:00,38.48,0
2015-11-25 16:00:00,38.46,0
2015-11-27 16:00:00,38.6,0
2015-11-30 16:00:00,38.14,0
2015-12-01 16:00:00,39.19,0
2015-12-02 16:00:00,38.89,0
2015-12-03 16:00:00,38.41,0
2015-12-04 16:00:00,38.96,0
2015-12-07 16:00:00,38.65,0
2015-12-08 16:00:00,38.76,0
2015-12-09 16:00:00,38.13,0
2015-12-10 16:00:00,38.0,0
2015-12-11 16:00:00,37.52,0
2015-12-14 16:00:00,38.13,0
2015-12-15 16:00:00,38.0,0
2015-12-16 16:00:00,38.83,0
2015-12-17 16:00:00,38.49,0
2015-12-18 16:00:00,37.84,0
2015-12-21 16:00:00,38.04,0
2015-12-22 16:00:00,38.36,0
2015-12-23 16:00:00,38.43,0
2015-12-24 16:00:00,38.29,0
2015-12-28 16:00:00,39.11,0
2015-12-29 16:00:00,39.7,0
2015-12-30 16:00:00,39.52,0
2015-12-31 16:00:00,38.9,0
2016-01-04 16:00:00,37.97,0
2016-01-05 16:00:00,38.08,0
2016-01-06 16:00:00,37.97,0
2016-01-07 16:00:00,37.05,0
2016-01-08 16:00:00,36.55,0
2016-01-11 16:00:00,36.65,0
2016-01-12 16:00:00,37.27,0
2016-01-13 16:00:00,35.98,0
2016-01-14 16:00:00,36.57,0
2016-01-15 16:00:00,35.52,0
2016-01-19 16:00:00,35.95,0
2016-01-20 16:00:00,35.93,0
2016-01-21 16:00:00,36.33,0
2016-01-22 16:00:00,37.27,0
2016-01-25 16:00:00,36.68,0
2016-01-26 16:00:00,36.69,0
2016-01-27 16:00:00,35.88,0
2016-01-28 16:00:00,37.42,0
2016-01-29 16:00:00,38.07,0
2016-02-01 16:00:00,38.54,0
2016-02-02 16:00:00,39.05,0
2016-02-03 16:00:00,37.47,0
2016-02-04 16:00:00,36.5,0
2016-02-05 16:00:00,35.19,0
2016-02-08 16:00:00,35.21,0
2016-02-09 16:00:00,35.05,0
2016-02-10 16:00:00,35.34,0
2016-02-11 16:00:00,35.32,0
2016-02-12 16:00:00,35.34,0
2016-02-16 16:00:00,35.88,0
2016-02-17 16:00:00,36.6,0
2016-02-18 16:00:00,35.88,0
2016-02-19 16:00:00,36.11,0
2016-02-22 16:00:00,36.45,0
2016-02-23 16:00:00,35.86,0
2016-02-24 16:00:00,36.05,0
2016-02-25 16:00:00,36.46,0
2016-02-26 16:00:00,36.24,0
2016-02-29 16:00:00,35.86,0
2016-03-01 16:00:00,37.11,0
2016-03-02 16:00:00,36.97,0
2016-03-03 16:00:00,36.58,0
2016-03-04 16:00:00,36.51,0
2016-03-07 16:00:00,35.64,0
2016-03-08 16:00:00,35.68,0
2016-03-09 16:00:00,36.27,0
2016-03-10 16:00:00,36.61,0
2016-03-11 16:00:00,37.24,0
2016-03-14 16:00:00,37.51,0
2016-03-15 16:00:00,37.53,0
2016-03-16 16:00:00,37.87,0
2016-03-17 16:00:00,37.92,0
2016-03-18 16:00:00,37.77,0
2016-03-21 16:00:00,38.11,0
2016-03-22 16:00:00,38.0,0
2016-03-23 16:00:00,37.88,0
2016-03-24 16:00:00,37.74,0
2016-03-28 16:00:00,37.66,0
2016-03-29 16:00:00,38.29,0
2016-03-30 16:00:00,38.42,0
2016-03-31 16:00:00,38.15,0
2016-04-01 16:00:00,38.48,0
2016-04-04 16:00:00,38.26,0
2016-04-05 16:00:00,37.93,0
2016-04-06 16:00:00,38.4,0
2016-04-07 16:00:00,38.01,0
2016-04-08 16:00:00,37.97,0
2016-04-11 16:00:00,37.88,0
2016-04-12 16:00:00,38.22,0
2016-04-13 16:00:00,38.6,0
2016-04-14 16:00:00,38.77,0
2016-04-15 16:00:00,39.0,0
2016-04-18 16:00:00,39.38,0
2016-04-19 16:00:00,38.81,0
2016-04-20 16:00:00,38.75,0
2016-04-21 16:00:00,39.0,0
2016-04-22 16:00:00,36.89,0
2016-04-25 16:00:00,37.11,0
2016-04-26 16:00:00,36.27,0
2016-04-27 16:00:00,36.07,0
2016-04-28 16:00:00,35.25,0
2016-04-29 16:00:00,35.39,0
2016-05-02 16:00:00,35.72,0
2016-05-03 16:00:00,35.42,0
2016-05-04 16:00:00,35.57,0
2016-05-05 16:00:00,35.74,0
2016-05-06 16:00:00,36.26,0
2016-05-09 16:00:00,36.46,0
2016-05-10 16:00:00,36.97,0
2016-05-11 16:00:00,36.53,0
2016-05-12 16:00:00,36.4,0
2016-05-13 16:00:00,36.24,0
2016-05-16 16:00:00,36.52,0
2016-05-17 16:00:00,36.01,0
2016-05-18 16:00:00,36.09,0
2016-05-19 16:00:00,35.77,0
2016-05-20 16:00:00,36.09,0
2016-05-23 16:00:00,35.86,0
2016-05-24 16:00:00,36.65,0
2016-05-25 16:00:00,36.91,0
2016-05-26 16:00:00,36.85,0
2016-05-27 16:00:00,37.38,0
2016-05-31 16:00:00,37.44,0
2016-06-01 16:00:00,37.42,0
2016-06-02 16:00:00,37.21,0
2016-06-03 16:00:00,36.79,0
2016-06-06 16:00:00,36.5,0
2016-06-07 16:00:00,36.55,0
2016-06-08 16:00:00,37.15,0
